effort,satisfaction,prevalence,cost,dissatisfaction,inestability,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,id,productivity,effectiveness,squandering,dirtiness,annoyance,stickiness,robustness,fragility,usage_efficiency
7690,2977,1863,4900,1941,3074,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,889,0.3871261378413524,0.6075510204081632,0.6861864925525403,0.25240572171651493,0.6519986563654686,0.24226267880364108,0.968445022771633,744.7154746423927,0.38020408163265307
7695,3036,1811,4000,1804,2995,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,890,0.394541910331384,0.759,0.6859824525607019,0.23443794671864848,0.5942028985507246,0.23534762833008446,1.0136894824707847,704.866146848603,0.45275
7700,3130,1834,5400,2055,2863,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,891,0.4064935064935065,0.5796296296296296,0.6857784125688635,0.2668831168831169,0.6565495207667732,0.2381818181818182,1.0932588194201887,681.9145454545454,0.3396296296296296
7710,3005,1880,5700,1939,2810,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,892,0.38975356679636836,0.5271929824561403,0.6853703325851866,0.25149156939040207,0.6452579034941763,0.2438391699092088,1.0693950177935942,685.1880674448768,0.3298245614035088
7715,3088,1753,4800,1877,2769,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,893,0.4002592352559948,0.6433333333333333,0.6851662925933483,0.24329228775113415,0.6078367875647669,0.22721970187945562,1.1152040447815095,629.1713545042126,0.36520833333333336
7720,3021,1668,4050,2221,2850,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,894,0.39132124352331604,0.7459259259259259,0.6849622526015099,0.2876943005181347,0.735187024164184,0.21606217616580312,1.06,615.7772020725389,0.41185185185185186
7725,3044,1771,4350,1876,3014,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,895,0.3940453074433657,0.6997701149425287,0.6847582126096715,0.24284789644012944,0.6162943495400789,0.22925566343042073,1.0099535500995356,690.976569579288,0.4071264367816092
7730,3087,1844,5350,1908,3027,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,896,0.399353169469599,0.5770093457943926,0.6845541726178331,0.24683053040103492,0.6180758017492711,0.23855109961190168,1.0198216055500495,722.0941785252264,0.3446728971962617
7735,3078,1765,4400,1805,2785,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,897,0.39793148028442143,0.6995454545454546,0.6843501326259946,0.23335488041370395,0.5864197530864198,0.2281835811247576,1.1052064631956913,635.4912734324499,0.4011363636363636
7740,2898,1821,4700,1747,2945,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,898,0.3744186046511628,0.6165957446808511,0.6841460926341563,0.22571059431524548,0.6028295376121463,0.23527131782945737,0.9840407470288625,692.8740310077519,0.3874468085106383
7745,3027,1805,4000,2068,2872,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,899,0.3908327953518399,0.75675,0.6839420526423179,0.2670109748224661,0.683184671291708,0.23305358295674627,1.0539693593314763,669.3298902517753,0.45125
7755,3053,1783,4000,1939,2985,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,900,0.3936814958091554,0.76325,0.6835339726586411,0.2500322372662798,0.6351130036030135,0.22991618310767248,1.0227805695142378,686.2998065764024,0.44575
7760,2989,1739,5100,1756,2889,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,901,0.38518041237113404,0.586078431372549,0.6833299326668026,0.22628865979381443,0.5874874539979926,0.2240979381443299,1.034614053305642,647.4189432989691,0.34098039215686277
7765,3235,1896,5350,2147,3046,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,902,0.41661300708306503,0.6046728971962617,0.6831258926749643,0.27649710238248554,0.6636785162287481,0.24417256922086283,1.062048588312541,743.7496458467482,0.35439252336448596
7770,3012,1913,3900,2038,3071,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,903,0.38764478764478766,0.7723076923076924,0.6829218526831259,0.2622908622908623,0.6766268260292164,0.2462033462033462,0.9807880169325952,756.0904761904762,0.4905128205128205
7775,2979,1726,3950,1821,2995,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,904,0.38315112540192925,0.7541772151898735,0.6827178126912875,0.2342122186495177,0.6112789526686808,0.2219935691318328,0.9946577629382304,664.8707395498392,0.43696202531645567
7780,2995,1723,4600,1600,2871,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,905,0.38496143958868895,0.6510869565217391,0.6825137726994491,0.20565552699228792,0.5342237061769616,0.22146529562982006,1.0431905259491467,635.8268637532134,0.37456521739130433
7785,3106,1929,3800,1933,3152,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,906,0.3989723827874117,0.8173684210526316,0.6823097327076106,0.2482980089916506,0.6223438506117193,0.24778420038535645,0.9854060913705583,781.0157996146436,0.5076315789473684
7795,2917,1906,3150,1772,3070,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,907,0.3742142398973701,0.926031746031746,0.6819016527239339,0.227325208466966,0.6074734316078162,0.2445157152020526,0.9501628664495114,750.6632456703014,0.6050793650793651
7800,2838,1869,4300,1883,3042,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,908,0.3638461538461538,0.66,0.6816976127320955,0.2414102564102564,0.6634954193093728,0.23961538461538462,0.9329388560157791,728.91,0.43465116279069765
7810,3122,1894,4350,2005,3024,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,909,0.39974391805377724,0.7177011494252874,0.6812895327484186,0.2567221510883483,0.6422165278667521,0.24250960307298336,1.0324074074074074,733.3490396927017,0.4354022988505747
7825,3359,1814,5400,2117,3053,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,910,0.42926517571884987,0.622037037037037,0.6806774127729035,0.2705431309904153,0.6302470973504019,0.23182108626198084,1.1002292826727809,707.7497763578275,0.3359259259259259
7835,3027,1887,3600,1739,3023,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,911,0.38634333120612635,0.8408333333333333,0.6802693327892267,0.2219527760051053,0.5744962008589363,0.2408423739629866,1.0013231888852134,728.0664964901085,0.5241666666666667
7840,2948,1850,4750,1850,2995,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,912,0.3760204081632653,0.6206315789473684,0.6800652927973883,0.23596938775510204,0.6275440976933514,0.23596938775510204,0.9843071786310518,706.7283163265306,0.3894736842105263
7855,2984,1904,5050,1948,2974,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,913,0.3798854232972629,0.5908910891089109,0.6794531728218731,0.2479949077021006,0.6528150134048257,0.24239338001273075,1.0033624747814391,720.8779121578613,0.37702970297029703
7860,3000,1792,5550,1923,2769,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,914,0.3816793893129771,0.5405405405405406,0.6792491328300347,0.24465648854961833,0.641,0.22798982188295167,1.0834236186348862,631.3038167938931,0.32288288288288286
7865,2914,1789,3400,1881,2953,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,915,0.3705022250476796,0.8570588235294118,0.6790450928381963,0.23916083916083916,0.6455044612216884,0.22746344564526383,0.9867930917710802,671.6995549904641,0.5261764705882352
7870,3078,1920,4950,1843,3055,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,916,0.3911054637865311,0.6218181818181818,0.6788410528463579,0.23418043202033037,0.5987654320987654,0.24396442185514614,1.0075286415711948,745.3113087674714,0.3878787878787879
7875,3130,1828,4200,2159,3116,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,917,0.39746031746031746,0.7452380952380953,0.6786370128545195,0.27415873015873016,0.689776357827476,0.23212698412698413,1.0044929396662388,723.3076825396826,0.43523809523809526
7880,3391,1978,4400,2256,3205,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,918,0.4303299492385787,0.7706818181818181,0.6784329728626811,0.2862944162436548,0.6652904747861987,0.25101522842639595,1.058034321372855,804.503807106599,0.4495454545454545
7885,3229,1812,4800,2186,3011,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,919,0.40951173113506656,0.6727083333333334,0.6782289328708427,0.27723525681674066,0.6769897801176835,0.22980342422320862,1.0724011956160744,691.9381103360812,0.3775
7905,3104,1877,4700,2065,2969,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,920,0.392662871600253,0.6604255319148936,0.6774127729034891,0.2612270714737508,0.665270618556701,0.23744465528146744,1.045469855170091,704.9731815306768,0.3993617021276596
7910,3278,1880,4200,2398,3135,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,921,0.4144121365360303,0.7804761904761904,0.6772087329116507,0.3031605562579014,0.7315436241610739,0.23767383059418457,1.0456140350877192,745.1074589127686,0.44761904761904764
7915,2970,1802,3550,1756,3023,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,922,0.37523689197725835,0.8366197183098592,0.6770046929198122,0.22185723310170563,0.5912457912457912,0.22766898294377763,0.9824677472709229,688.2433354390398,0.5076056338028169
7920,3124,1710,5600,1893,2776,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,923,0.39444444444444443,0.5578571428571428,0.6768006529279739,0.2390151515151515,0.6059539052496798,0.2159090909090909,1.1253602305475505,599.3636363636364,0.3053571428571429
7925,3308,1936,4600,2051,3291,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,924,0.4174132492113565,0.7191304347826087,0.6765966129361355,0.258801261829653,0.6200120918984281,0.24429022082018928,1.0051656031601337,803.959116719243,0.42086956521739133
7930,3120,1842,5250,2137,2841,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,925,0.39344262295081966,0.5942857142857143,0.6763925729442971,0.2694829760403531,0.6849358974358974,0.23228247162673393,1.0982048574445618,659.914501891551,0.35085714285714287
7935,3220,1820,4800,2059,3021,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,926,0.4057971014492754,0.6708333333333333,0.6761885329524587,0.2594833018273472,0.6394409937888199,0.2293635790800252,1.0658722277391592,692.9073724007561,0.37916666666666665
7940,3035,1842,4550,2020,2766,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,927,0.3822418136020151,0.667032967032967,0.6759844929606202,0.25440806045340053,0.6655683690280065,0.23198992443324937,1.0972523499638467,641.6841309823677,0.40483516483516485
7945,2826,1847,4400,1932,2933,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,928,0.3556954059156702,0.6422727272727272,0.6757804529687819,0.2431718061674009,0.6836518046709129,0.23247325361862806,0.9635185816570064,681.8440528634361,0.4197727272727273
7955,3195,1838,4400,2193,3221,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,929,0.40163419233186676,0.7261363636363637,0.6753723729851051,0.2756756756756757,0.6863849765258216,0.23104965430546826,0.9919279726792921,744.2109365179133,0.4177272727272727
7965,3363,1969,5550,2166,3108,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,930,0.4222222222222222,0.605945945945946,0.6749642930014282,0.271939736346516,0.6440677966101694,0.24720652856246075,1.082046332046332,768.3178907721281,0.35477477477477476
7970,3402,1798,4250,2368,3142,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,931,0.4268506900878294,0.8004705882352942,0.6747602530095899,0.2971141781681305,0.696061140505585,0.22559598494353827,1.0827498408656906,708.8225846925973,0.42305882352941176
7975,3011,1923,3350,2127,3191,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,932,0.3775548589341693,0.8988059701492538,0.6745562130177515,0.26670846394984327,0.7064098306210561,0.24112852664576803,0.94359135067377,769.4411285266458,0.5740298507462687
7980,3137,1778,5000,1854,3107,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,933,0.3931077694235589,0.6274,0.6743521730259131,0.23233082706766917,0.5910105196047178,0.22280701754385965,1.009655616350177,692.2614035087719,0.3556
7985,3022,1799,3450,1723,2982,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,934,0.37845961177207266,0.8759420289855072,0.6741481330340747,0.21577958672510958,0.5701522170747849,0.2252974326862868,1.0134138162307176,671.8369442705072,0.5214492753623189
7990,3076,1868,5850,1975,2872,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,935,0.38498122653316647,0.5258119658119658,0.6739440930422362,0.24718397997496871,0.6420676202860858,0.23379224030037546,1.0710306406685237,671.4513141426784,0.3193162393162393
7995,3250,1871,5350,2308,3038,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,936,0.4065040650406504,0.6074766355140186,0.6737400530503979,0.28868042526579113,0.7101538461538461,0.23402126328955597,1.0697827518104015,710.9565978736711,0.3497196261682243
8000,2966,1942,4500,1902,3104,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,937,0.37075,0.6591111111111111,0.6735360130585595,0.23775,0.641267700606878,0.24275,0.9555412371134021,753.496,0.4315555555555556
8005,3090,1627,4650,1729,2907,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,938,0.3860087445346658,0.6645161290322581,0.6733319730667211,0.21599000624609618,0.559546925566343,0.2032479700187383,1.0629514963880289,590.8418488444722,0.3498924731182796
8015,3319,1756,4450,2163,3228,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,939,0.4140985651902682,0.7458426966292134,0.6729238930830442,0.2698689956331878,0.6517023199758963,0.21908920773549595,1.02819083023544,707.2199625701809,0.3946067415730337
8020,3073,1832,4800,1827,3014,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,940,0.3831670822942643,0.6402083333333334,0.6727198530912059,0.2278054862842893,0.5945330296127562,0.228428927680798,1.0195753151957532,688.4847880299252,0.38166666666666665
8025,3303,2017,5150,2302,3205,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,941,0.41158878504672897,0.6413592233009708,0.6725158130993675,0.28685358255451715,0.6969421737814109,0.25133956386292833,1.0305772230889236,805.5433021806854,0.3916504854368932
8030,2974,1902,4850,1974,3123,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,942,0.37036114570361145,0.6131958762886598,0.6723117731075291,0.24582814445828144,0.6637525218560861,0.2368617683686177,0.9522894652577649,739.719302615193,0.3921649484536082
8035,3169,1942,4000,1993,3259,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,943,0.3943995021779714,0.79225,0.6721077331156907,0.24803982576228997,0.6289050173556326,0.2416925948973242,0.9723841669223688,787.6761667703796,0.4855
8040,3063,1844,4400,1755,3030,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,944,0.38097014925373135,0.6961363636363637,0.6719036931238522,0.21828358208955223,0.5729676787463271,0.22935323383084577,1.010891089108911,694.9402985074627,0.41909090909090907
8045,3306,1884,5500,2183,3108,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,945,0.41093847110006215,0.6010909090909091,0.6716996531320139,0.2713486637663145,0.6603145795523291,0.23418272218769423,1.0637065637065637,727.8399005593536,0.34254545454545454
8050,2975,1727,4550,1675,2876,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,946,0.3695652173913043,0.6538461538461539,0.6714956131401755,0.2080745341614907,0.5630252100840336,0.21453416149068322,1.03442280945758,617.000248447205,0.37956043956043956
8055,3374,1789,5400,2278,3045,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,947,0.41887026691495965,0.6248148148148148,0.6712915731483371,0.2828057107386716,0.6751630112625964,0.22209807572936063,1.1080459770114943,676.2886405959032,0.3312962962962963
8060,3128,1865,5750,1942,2831,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,948,0.3880893300248139,0.544,0.6710875331564987,0.24094292803970224,0.620843989769821,0.2313895781637717,1.1049099258212645,655.0638957816377,0.3243478260869565
8070,3351,1920,3450,2302,3380,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,949,0.41524163568773237,0.971304347826087,0.6706794531728218,0.2852540272614622,0.6869591166815876,0.2379182156133829,0.9914201183431952,804.1635687732341,0.5565217391304348
8075,3224,1975,4950,2108,3076,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,950,0.39925696594427246,0.6513131313131313,0.6704754131809835,0.26105263157894737,0.6538461538461539,0.24458204334365324,1.048114434330299,752.3343653250774,0.398989898989899
8080,3115,1754,5100,2121,2800,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,951,0.38551980198019803,0.6107843137254902,0.6702713731891451,0.2625,0.6808988764044944,0.21707920792079208,1.1125,607.8217821782179,0.343921568627451
8085,3427,1935,5200,2272,3212,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,952,0.4238713667285096,0.6590384615384616,0.6700673331973067,0.2810142238713667,0.6629705281587395,0.23933209647495363,1.0669364881693648,768.734693877551,0.3721153846153846
8090,3265,1769,5600,2202,3018,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,953,0.40358467243510504,0.5830357142857143,0.6698632932054682,0.27218788627935725,0.6744257274119448,0.21866501854140916,1.081842279655401,659.9310259579728,0.31589285714285714
8095,3293,1860,4050,1963,3266,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,954,0.4067943174799259,0.8130864197530864,0.6696592532136298,0.24249536751080913,0.5961129668994838,0.2297714638665843,1.0082669932639314,750.4336009882644,0.45925925925925926
8100,3135,1726,5900,1986,2924,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,955,0.387037037037037,0.5313559322033898,0.6694552132217915,0.24518518518518517,0.6334928229665072,0.21308641975308643,1.0721614227086183,623.0646913580247,0.2925423728813559
8110,3406,1953,4400,2417,3197,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,956,0.41997533908754625,0.774090909090909,0.6690471332381147,0.29802712700369915,0.7096300645918967,0.2408138101109741,1.0653737879261809,769.8817509247842,0.44386363636363635
8115,3213,1930,4150,2245,3330,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,957,0.39593345656192236,0.7742168674698795,0.6688430932462762,0.2766481823783118,0.6987239340180517,0.23783117683302527,0.9648648648648649,791.9778188539741,0.4650602409638554
8120,3141,1933,5150,1903,3162,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,958,0.3868226600985222,0.6099029126213592,0.6686390532544378,0.23435960591133004,0.6058580070041388,0.23805418719211824,0.9933586337760911,752.7273399014779,0.37533980582524273
8125,3180,1762,3850,2105,3196,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,959,0.3913846153846154,0.825974025974026,0.6684350132625995,0.2590769230769231,0.6619496855345912,0.21686153846153847,0.9949937421777222,693.089476923077,0.45766233766233766
8130,3344,1893,5400,2067,3298,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,960,0.4113161131611316,0.6192592592592593,0.6682309732707611,0.25424354243542435,0.618122009569378,0.23284132841328414,1.013947847180109,767.910701107011,0.35055555555555556
8135,3348,1893,5000,2078,3083,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,961,0.41155500921942223,0.6696,0.6680269332789227,0.25543945912722804,0.6206690561529271,0.2326982175783651,1.0859552384041518,717.4086047940996,0.3786
8140,3177,1903,6050,2060,2970,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,962,0.3902948402948403,0.5251239669421488,0.6678228932870842,0.25307125307125306,0.6484104501101668,0.23378378378378378,1.0696969696969696,694.3378378378378,0.3145454545454546
8145,3297,1933,4600,2341,3170,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,963,0.4047882136279926,0.7167391304347827,0.6676188532952458,0.2874155923879681,0.7100394297846527,0.23732351135666052,1.0400630914826499,752.3155310006139,0.4202173913043478
8150,3139,1685,5600,2054,2768,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,964,0.38515337423312884,0.5605357142857142,0.6674148133034075,0.2520245398773006,0.6543485186365084,0.2067484662576687,1.1340317919075145,572.279754601227,0.30089285714285713
8155,3323,1911,4600,2212,3283,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,965,0.4074800735744942,0.7223913043478261,0.6672107733115691,0.271244635193133,0.665663557026783,0.23433476394849787,1.0121839780688395,769.3210300429184,0.41543478260869565
8160,3246,1788,5150,1915,3160,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,966,0.3977941176470588,0.6302912621359223,0.6670067333197307,0.2346813725490196,0.5899568699938386,0.21911764705882353,1.0272151898734176,692.4117647058823,0.3471844660194175
8165,3061,1868,4150,2226,2967,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,967,0.3748928352725046,0.7375903614457832,0.6668026933278922,0.272627066748316,0.7272133289774584,0.22878138395590936,1.0316818335018538,678.7943661971831,0.45012048192771087
8170,3399,1926,6350,2182,3115,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,968,0.4160342717258262,0.5352755905511811,0.6665986533360538,0.26707466340269276,0.6419535157399235,0.2357405140758874,1.0911717495987159,734.3317013463892,0.3033070866141732
8175,3199,1828,4350,2189,3032,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,969,0.3913149847094801,0.7354022988505747,0.6663946133442155,0.26776758409785933,0.684276336355111,0.2236085626911315,1.0550791556728232,677.9811620795107,0.4202298850574713
8180,3265,1851,5200,1873,3169,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,970,0.3991442542787286,0.6278846153846154,0.6661905733523771,0.22897310513447433,0.5736600306278714,0.2262836185819071,1.0302934679709688,717.0927872860635,0.35596153846153844
8185,3376,2057,4400,2206,3450,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,971,0.4124618204031765,0.7672727272727272,0.6659865333605387,0.26951740989615147,0.6534360189573459,0.25131337813072696,0.9785507246376811,867.031154551008,0.4675
8195,3187,2034,3750,2045,3368,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,972,0.38889566809029896,0.8498666666666667,0.6655784533768618,0.24954240390482002,0.6416692814559146,0.24820012202562539,0.9462589073634204,835.9380109823063,0.5424
8200,3029,1900,5600,2068,3026,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,973,0.369390243902439,0.5408928571428572,0.6653744133850235,0.2521951219512195,0.6827335754374381,0.23170731707317074,1.0009914077990747,701.1463414634146,0.3392857142857143
8205,3171,1849,4600,2193,2920,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,974,0.38647166361974405,0.6893478260869565,0.6651703733931851,0.26727605118829983,0.6915799432355724,0.22535039609993907,1.085958904109589,658.0231566118221,0.40195652173913043
8210,3152,1753,5000,2015,3099,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,975,0.38392204628501825,0.6304,0.6649663334013467,0.24543239951278928,0.6392766497461929,0.21352009744214373,1.0171022910616327,661.6987819732034,0.3506
8215,3278,1952,4150,2054,3312,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,976,0.39902617163724896,0.7898795180722892,0.6647622934095082,0.25003043213633597,0.62660158633313,0.23761412051125988,0.9897342995169082,786.9779671332927,0.47036144578313255
8225,3431,2090,5350,2321,3267,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,977,0.41714285714285715,0.6413084112149533,0.6643542134258315,0.2821884498480243,0.6764791605945788,0.2541033434650456,1.0501989592898684,830.155623100304,0.39065420560747666
8230,3238,2067,5100,2149,3400,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,978,0.39343863912515187,0.6349019607843137,0.6641501734339931,0.26111786148238153,0.6636812847436689,0.2511543134872418,0.9523529411764706,853.9246658566221,0.4052941176470588
8235,3297,2015,4200,2012,3321,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,979,0.40036429872495444,0.785,0.6639461334421547,0.2443230115361263,0.6102517440097058,0.24468731026108076,0.992773261065944,812.6065573770492,0.4797619047619048
8240,3205,1899,4800,2009,3266,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,980,0.38895631067961167,0.6677083333333333,0.6637420934503163,0.24381067961165048,0.6268330733229329,0.2304611650485437,0.981322718922229,752.6861650485437,0.395625
8245,3178,1710,4750,2237,3013,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,981,0.38544572468162525,0.6690526315789473,0.6635380534584778,0.27131594906003637,0.7039018250471994,0.20739842328684052,1.0547626949883837,624.8914493632504,0.36
8255,3349,1957,5000,2085,3095,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,982,0.40569351907934587,0.6698,0.6631299734748011,0.2525741974560872,0.6225739026575097,0.23706844336765598,1.0820678513731825,733.7268322228953,0.3914
8260,3282,1872,4250,2429,3176,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,983,0.3973365617433414,0.772235294117647,0.6629259334829627,0.2940677966101695,0.7400975015234613,0.22663438256658597,1.033375314861461,719.790799031477,0.4404705882352941
8265,3184,1917,4000,2154,3251,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,984,0.3852389594676346,0.796,0.6627218934911243,0.26061705989110706,0.6765075376884422,0.23194192377495462,0.9793909566287297,754.0431941923775,0.47925
8270,3348,2048,5550,2116,3353,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,985,0.40483675937122127,0.6032432432432432,0.6625178534992858,0.2558645707376058,0.6320191158900836,0.24764207980652964,0.9985087980912616,830.3438935912939,0.369009009009009
