effort,satisfaction,time,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,req_23,req_24,req_25,req_26,req_27,req_28,req_29,req_30,req_31,req_32,req_33,req_34,req_35,req_36,req_37,req_38,req_39,req_40,req_41,req_42,id,productivity,squandering,response,opportunity,stcov_cv1,stcov_cv2,stcov_cv3,stcov_cv4
545,3686.9,3343.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,82,6.764954128440367,0.6153846153846154,6.133944954128441,1.1028716721507628,0.4957983193277311,0.6024096385542169,0.603030303030303,0.51985559566787
545,3689.9,3317.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,83,6.77045871559633,0.6153846153846154,6.086238532110092,1.112420862224902,0.5084033613445378,0.606425702811245,0.5909090909090909,0.516245487364621
549,3748.9,3392.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,84,6.8285974499089255,0.6125617501764291,6.178506375227687,1.1052181603773585,0.5,0.6265060240963856,0.6242424242424243,0.51985559566787
549,3751.9,3366.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,85,6.834061930783243,0.6125617501764291,6.131147540983607,1.1146464646464647,0.5126050420168067,0.6305220883534136,0.6121212121212121,0.516245487364621
555,3769.9,3403.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,86,6.792612612612613,0.6083274523641496,6.1315315315315315,1.1078166323831913,0.5042016806722689,0.6265060240963856,0.6060606060606061,0.5415162454873647
555,3740.9,3406.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,87,6.74036036036036,0.6083274523641496,6.136936936936937,1.0983264826776278,0.5168067226890757,0.6305220883534136,0.6,0.516245487364621
557,3779.9,3418.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,88,6.786175942549372,0.6069160197600565,6.136445242369838,1.105880631948508,0.5210084033613446,0.6265060240963856,0.603030303030303,0.5306859205776173
559,3804.9,3457.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,89,6.806618962432916,0.6055045871559633,6.184257602862254,1.1006363899334684,0.5252100840336135,0.6345381526104418,0.6090909090909091,0.5306859205776173
562,3817.9,3437.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,90,6.793416370106762,0.6033874382498235,6.115658362989324,1.1108233924934536,0.5168067226890757,0.6345381526104418,0.6363636363636364,0.5234657039711191
568,3835.9,3474.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,91,6.753345070422536,0.5991531404375441,6.116197183098592,1.1041738629821531,0.5084033613445378,0.6305220883534136,0.6303030303030303,0.5487364620938628
568,3838.9,3448.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,92,6.758626760563381,0.5991531404375441,6.070422535211268,1.1133700696055684,0.5210084033613446,0.6345381526104418,0.6181818181818182,0.5451263537906137
568,3806.9,3477.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,93,6.702288732394367,0.5991531404375441,6.121478873239437,1.0948806442335346,0.5210084033613446,0.6345381526104418,0.6242424242424243,0.5234657039711191
570,3845.9,3489.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,94,6.7471929824561405,0.5977417078334509,6.121052631578947,1.102292920607624,0.5252100840336135,0.6305220883534136,0.6272727272727273,0.5379061371841155
572,3870.9,3528.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,95,6.767307692307693,0.5963302752293578,6.1678321678321675,1.0971938775510204,0.5294117647058824,0.6385542168674698,0.6333333333333333,0.5379061371841155
572,3873.9,3502.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,96,6.772552447552448,0.5963302752293578,6.1223776223776225,1.1061964591661908,0.542016806722689,0.642570281124498,0.6212121212121212,0.5342960288808665
578,3891.9,3539.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,97,6.733391003460207,0.5920959774170783,6.122837370242214,1.0997174343034757,0.5336134453781513,0.6385542168674698,0.6151515151515151,0.5595667870036101
580,3942.9,3587.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,98,6.798103448275862,0.5906845448129852,6.18448275862069,1.0992194034011709,0.5462184873949579,0.6465863453815262,0.6303030303030303,0.555956678700361
590,3947.9,3617.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,99,6.69135593220339,0.5836273817925194,6.1305084745762715,1.091484655792093,0.542016806722689,0.6465863453815262,0.6303030303030303,0.5631768953068592
591,3957.9,3610.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,100,6.696954314720812,0.5829216654904729,6.1082910321489,1.0963711911357341,0.5378151260504201,0.642570281124498,0.6393939393939394,0.5667870036101083
591,3960.9,3584.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,101,6.702030456852792,0.5829216654904729,6.06429780033841,1.1051618303571429,0.5504201680672269,0.6465863453815262,0.6272727272727273,0.5631768953068592
593,4008.9,3658.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,102,6.7603709949409785,0.5815102328863797,6.168634064080944,1.0959267359212685,0.5504201680672269,0.6506024096385542,0.6545454545454545,0.5631768953068592
593,4011.9,3632.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,103,6.765430016863407,0.5815102328863797,6.124789207419899,1.1045980176211454,0.5630252100840336,0.6546184738955824,0.6424242424242425,0.5595667870036101
599,4091.9,3733.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,104,6.8312186978297165,0.5772759350741002,6.232053422370618,1.0961425127243505,0.5588235294117647,0.6746987951807228,0.6575757575757576,0.5848375451263538
612,4157.9,3804.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,105,6.7939542483660125,0.5681016231474947,6.215686274509804,1.0930336487907464,0.5630252100840336,0.678714859437751,0.6818181818181818,0.592057761732852
612,4160.9,3778.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,106,6.798856209150326,0.5681016231474947,6.173202614379085,1.1013499205929063,0.5756302521008403,0.6827309236947792,0.6696969696969697,0.5884476534296029
618,4178.9,3815.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,107,6.761974110032362,0.5638673253352152,6.173139158576052,1.0953866317169068,0.5672268907563025,0.678714859437751,0.6636363636363637,0.6137184115523465
622,4240.9,3864.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,108,6.818167202572346,0.5610444601270289,6.212218649517685,1.0975414078674948,0.5714285714285714,0.7028112449799196,0.6848484848484848,0.6137184115523465
631,4244.9,3886.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,109,6.727258320126782,0.5546930134086098,6.1584786053882725,1.0923571796191456,0.5714285714285714,0.6827309236947792,0.6878787878787879,0.6209386281588448
631,4247.9,3860.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,110,6.732012678288431,0.5546930134086098,6.117274167987322,1.1004922279792746,0.5840336134453782,0.6867469879518072,0.6757575757575758,0.6173285198555957
635,4306.9,3935.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,111,6.78251968503937,0.5518701482004235,6.196850393700787,1.094510800508259,0.5756302521008403,0.7068273092369478,0.7090909090909091,0.6209386281588448
635,4309.9,3909.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,112,6.787244094488188,0.5518701482004235,6.1559055118110235,1.1025581990278843,0.5882352941176471,0.7108433734939759,0.696969696969697,0.6173285198555957
637,4311.7,3825.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,113,6.768759811616954,0.5504587155963303,6.004709576138148,1.1272418300653595,0.592436974789916,0.6867469879518072,0.6848484848484848,0.592057761732852
641,4327.9,3946.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,114,6.75179407176287,0.547635850388144,6.15600624024961,1.0967815509376584,0.5798319327731093,0.7068273092369478,0.6909090909090909,0.6425992779783394
641,4298.9,3949.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,115,6.706552262090483,0.547635850388144,6.160686427457098,1.088604710053178,0.592436974789916,0.7108433734939759,0.6848484848484848,0.6173285198555957
643,4337.9,3961.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,116,6.746345256609642,0.5462244177840508,6.1601866251944015,1.0951527392072709,0.5966386554621849,0.7068273092369478,0.6878787878787879,0.631768953068592
645,4362.9,4000.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,117,6.764186046511627,0.5448129851799577,6.2015503875969,1.090725,0.6008403361344538,0.714859437751004,0.693939393939394,0.631768953068592
648,4375.9,3980.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,118,6.752932098765432,0.5426958362738179,6.1419753086419755,1.0994723618090452,0.592436974789916,0.714859437751004,0.7212121212121212,0.6245487364620939
650,4377.7,3896.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,119,6.734923076923077,0.5412844036697247,5.993846153846154,1.1236396303901437,0.5966386554621849,0.6907630522088354,0.7090909090909091,0.5992779783393501
654,4393.9,4017.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,120,6.718501529051987,0.5384615384615384,6.1422018348623855,1.0938262384864326,0.5840336134453782,0.7108433734939759,0.7151515151515152,0.6498194945848376
654,4396.9,3991.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,121,6.72308868501529,0.5384615384615384,6.102446483180428,1.1017038336256577,0.5966386554621849,0.714859437751004,0.703030303030303,0.6462093862815884
654,4364.9,4020.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,122,6.6741590214067275,0.5384615384615384,6.146788990825688,1.0857960199004975,0.5966386554621849,0.714859437751004,0.7090909090909091,0.6245487364620939
656,4403.9,4032.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,123,6.713262195121951,0.5370501058574453,6.146341463414634,1.092237103174603,0.6008403361344538,0.7108433734939759,0.7121212121212122,0.6389891696750902
656,4406.9,4006.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,124,6.717835365853658,0.5370501058574453,6.1067073170731705,1.1000748876684971,0.6134453781512605,0.714859437751004,0.7,0.6353790613718412
658,4428.9,4071.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,125,6.730851063829786,0.5356386732533521,6.186930091185411,1.0879145173176124,0.6050420168067226,0.7188755020080321,0.7181818181818181,0.6389891696750902
658,4431.9,4045.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,126,6.735410334346504,0.5356386732533521,6.14741641337386,1.0956489493201482,0.6176470588235294,0.7228915662650602,0.706060606060606,0.6353790613718412
660,4460.7,3956.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,127,6.758636363636364,0.534227240649259,5.993939393939394,1.1275783619817998,0.6050420168067226,0.714859437751004,0.7121212121212122,0.6209386281588448
664,4449.9,4082.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,128,6.701656626506024,0.5314043754410727,6.147590361445783,1.0901273885350318,0.6092436974789915,0.7188755020080321,0.7,0.6606498194945848
666,4486.9,4092.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,129,6.737087087087087,0.5299929428369795,6.1441441441441444,1.096505376344086,0.6092436974789915,0.7349397590361446,0.7151515151515152,0.6606498194945848
668,4493.7,3690.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,130,6.7270958083832335,0.5285815102328864,5.523952095808383,1.2178048780487805,0.5714285714285714,0.6506024096385542,0.6303030303030303,0.5884476534296029
671,4497.9,4116.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,131,6.703278688524589,0.5264643613267467,6.134128166915052,1.0927842565597667,0.6218487394957983,0.7269076305220884,0.7303030303030303,0.6425992779783394
673,4526.7,4027.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,132,6.726151560178306,0.5250529287226535,5.983655274888559,1.1240874099826172,0.6092436974789915,0.7188755020080321,0.7363636363636363,0.628158844765343
677,4515.9,4153.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,133,6.670457902511078,0.5222300635144672,6.134416543574594,1.0873826149771249,0.6134453781512605,0.7228915662650602,0.7242424242424242,0.6678700361010831
677,4518.9,4127.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,134,6.674889217134416,0.5222300635144672,6.096011816838995,1.0949600193845408,0.6260504201680672,0.7269076305220884,0.7121212121212122,0.6642599277978339
679,4552.9,4163.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,135,6.705301914580264,0.5208186309103741,6.131075110456554,1.09365841940908,0.6134453781512605,0.7389558232931727,0.7393939393939394,0.6678700361010831
679,4555.9,4137.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,136,6.709720176730485,0.5208186309103741,6.092783505154639,1.1012569494802997,0.6260504201680672,0.7429718875502008,0.7272727272727273,0.6642599277978339
681,4559.7,3761.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,137,6.695594713656387,0.5194071983062809,5.522760646108663,1.2123637330497208,0.5756302521008403,0.6546184738955824,0.6545454545454545,0.5956678700361011
681,4562.7,3735.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,138,6.699999999999999,0.5194071983062809,5.484581497797357,1.2216064257028112,0.5882352941176471,0.6586345381526104,0.6424242424242425,0.592057761732852
683,4582.7,4092.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,139,6.709663250366032,0.5179957657021877,5.99121522693997,1.1199169110459433,0.634453781512605,0.7269076305220884,0.7212121212121212,0.6389891696750902
684,4557.9,4156.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,140,6.66359649122807,0.5172900494001411,6.076023391812866,1.096703561116458,0.6218487394957983,0.7389558232931727,0.7484848484848485,0.6534296028880866
685,4573.9,4174.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,141,6.677226277372262,0.5165843330980946,6.093430656934307,1.0958073790129372,0.6176470588235294,0.7389558232931727,0.7212121212121212,0.6895306859205776
685,4544.9,4177.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,142,6.634890510948905,0.5165843330980946,6.097810218978102,1.0880775676322718,0.6302521008403361,0.7429718875502008,0.7151515151515152,0.6642599277978339
687,4569.9,4216.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,143,6.651965065502183,0.5151729004940014,6.1368267831149925,1.0839421252371915,0.634453781512605,0.751004016064257,0.7212121212121212,0.6642599277978339
689,4608.9,4228.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,144,6.689259796806966,0.5137614678899083,6.136429608127721,1.0900898770104068,0.6386554621848739,0.7469879518072289,0.7242424242424242,0.6787003610108303
691,4642.7,3821.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,145,6.718813314037626,0.5123500352858151,5.5296671490593345,1.2150484166448574,0.5840336134453782,0.678714859437751,0.6575757575757576,0.6173285198555957
692,4621.9,4208.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,146,6.679046242774566,0.5116443189837685,6.08092485549133,1.0983602661596958,0.6302521008403361,0.7469879518072289,0.7515151515151515,0.6714801444043321
694,4610.9,4247.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,147,6.643948126801153,0.5102328863796753,6.119596541786744,1.0856840122439368,0.634453781512605,0.7429718875502008,0.7454545454545455,0.6678700361010831
696,4648.7,4163.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,148,6.679166666666666,0.5088214537755822,5.98132183908046,1.1166706701897668,0.6386554621848739,0.7309236947791165,0.7454545454545455,0.6462093862815884
698,4639.9,4245.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,149,6.647421203438395,0.507410021171489,6.081661891117479,1.093027090694935,0.6218487394957983,0.7429718875502008,0.7454545454545455,0.6967509025270758
698,4642.9,4219.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,150,6.6517191977077355,0.507410021171489,6.044412607449857,1.1004740459824602,0.634453781512605,0.7469879518072289,0.7333333333333333,0.6931407942238267
698,4610.9,4248.0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,151,6.605873925501432,0.507410021171489,6.08595988538682,1.0854284369114877,0.634453781512605,0.7469879518072289,0.7393939393939394,0.6714801444043321
699,4710.7,3891.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,152,6.739198855507868,0.5067043048694425,5.5665236051502145,1.2106656386533023,0.6092436974789915,0.6746987951807228,0.6636363636363637,0.6209386281588448
700,4635.9,4287.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,153,6.622714285714285,0.5059985885673959,6.1242857142857146,1.0813855843247024,0.6386554621848739,0.7550200803212851,0.7454545454545455,0.6714801444043321
700,4638.9,4261.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,154,6.627,0.5059985885673959,6.087142857142857,1.0886881013846514,0.6512605042016807,0.7590361445783133,0.7333333333333333,0.6678700361010831
702,4674.9,4299.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,155,6.659401709401709,0.5045871559633027,6.1239316239316235,1.0874389392882065,0.6428571428571429,0.751004016064257,0.7484848484848485,0.6859205776173285
702,4677.9,4273.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,156,6.663675213675213,0.5045871559633027,6.086894586894587,1.0947577814182072,0.6554621848739496,0.7550200803212851,0.7363636363636363,0.6823104693140795
703,4692.7,3911.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,157,6.67524893314367,0.5038814396612562,5.563300142247511,1.1998721554589618,0.6050420168067226,0.6666666666666666,0.6575757575757576,0.6245487364620939
704,4708.7,3892.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,158,6.688494318181818,0.5031757233592096,5.528409090909091,1.2098406988694759,0.5882352941176471,0.6827309236947792,0.6818181818181818,0.6245487364620939
704,4711.7,3866.0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,159,6.6927556818181815,0.5031757233592096,5.4914772727272725,1.2187532333160889,0.6008403361344538,0.6867469879518072,0.6696969696969697,0.6209386281588448
706,4728.7,3941.0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,160,6.697875354107649,0.5017642907551164,5.5821529745042495,1.1998731286475512,0.6008403361344538,0.6867469879518072,0.6757575757575758,0.6245487364620939
707,4679.9,4292.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,161,6.619377652050919,0.5010585744530699,6.070721357850071,1.0903774464119291,0.6512605042016807,0.751004016064257,0.7575757575757576,0.6714801444043321
708,4695.9,4310.0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,162,6.632627118644067,0.5003528581510233,6.0875706214689265,1.08953596287703,0.6470588235294118,0.751004016064257,0.7303030303030303,0.7075812274368231
709,4708.7,4203.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,163,6.64132581100141,0.49964714184897674,5.928067700987306,1.1203188198905543,0.6386554621848739,0.7429718875502008,0.7636363636363637,0.6570397111913358
