satisfaction,prevalence,cost,dissatisfaction,inestability,effort,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,id,throughput,productivity,squandering,effectiveness,dirtiness,annoyance,stickiness,fragility,robustness,usage_efficiency
1400,830,1750,783,1307,3220,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,207,0.18181818181818182,0.43478260869565216,0.8685982452560702,0.8,0.24316770186335404,0.5592857142857143,0.2577639751552795,336.8975155279503,1.0711553175210407,0.4742857142857143
1328,606,1700,655,1100,3225,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,208,0.18181818181818182,0.4117829457364341,0.8683942052642318,0.7811764705882352,0.20310077519379846,0.4932228915662651,0.18790697674418605,206.69767441860466,1.2072727272727273,0.3564705882352941
1587,842,2500,1160,1284,3230,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,209,0.22727272727272727,0.4913312693498452,0.8681901652723933,0.6348,0.3591331269349845,0.7309388783868935,0.2606811145510836,334.71455108359135,1.235981308411215,0.3368
1450,887,2250,820,1382,3235,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,210,0.18181818181818182,0.4482225656877898,0.867986125280555,0.6444444444444445,0.2534775888717156,0.5655172413793104,0.2741885625965997,378.9285935085008,1.049204052098408,0.3942222222222222
1424,883,1600,974,1511,3240,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,211,0.22727272727272727,0.43950617283950616,0.8677820852887166,0.89,0.30061728395061726,0.6839887640449438,0.27253086419753086,411.79413580246916,0.9424222369291859,0.551875
1151,770,1900,866,1044,3250,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,212,0.18181818181818182,0.35415384615384615,0.8673740053050398,0.6057894736842105,0.26646153846153847,0.7523892267593397,0.23692307692307693,247.3476923076923,1.1024904214559388,0.4052631578947368
1269,724,1900,644,1201,3260,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,213,0.18181818181818182,0.38926380368098157,0.866965925321363,0.6678947368421052,0.19754601226993865,0.5074862096138691,0.22208588957055214,266.7251533742331,1.0566194837635303,0.38105263157894737
1352,782,2000,668,1244,3265,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,214,0.18181818181818182,0.41408882082695253,0.8667618853295246,0.676,0.20459418070444105,0.4940828402366864,0.23950995405819295,297.95038284839205,1.0868167202572347,0.391
1666,966,2300,1025,1564,3270,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,215,0.22727272727272727,0.5094801223241591,0.8665578453376862,0.7243478260869565,0.31345565749235477,0.6152460984393757,0.29541284403669726,462.0256880733945,1.065217391304348,0.42
1229,672,2150,586,1123,3275,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,216,0.18181818181818182,0.3752671755725191,0.8663538053458478,0.5716279069767441,0.17893129770992366,0.47681041497152155,0.20519083969465648,230.42931297709924,1.0943900267141584,0.3125581395348837
1029,741,850,746,1206,3280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,217,0.18181818181818182,0.31371951219512195,0.8661497653540093,1.2105882352941177,0.2274390243902439,0.7249757045675413,0.22591463414634147,272.4530487804878,0.8532338308457711,0.8717647058823529
1240,472,2350,762,1079,3285,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,218,0.18181818181818182,0.3774733637747336,0.865945725362171,0.5276595744680851,0.2319634703196347,0.614516129032258,0.14368340943683408,155.034398782344,1.149212233549583,0.20085106382978724
1111,901,1700,759,1344,3290,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,219,0.18181818181818182,0.33768996960486325,0.8657416853703326,0.6535294117647059,0.23069908814589665,0.6831683168316832,0.27386018237082066,368.06808510638297,0.8266369047619048,0.53
1320,885,1650,889,1340,3295,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220,0.18181818181818182,0.4006069802731411,0.8655376453784942,0.8,0.2698027314112291,0.6734848484848485,0.26858877086494687,359.90895295902885,0.9850746268656716,0.5363636363636364
1131,734,2600,587,1151,3305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,221,0.18181818181818182,0.3422087745839637,0.8651295653948173,0.435,0.17760968229954613,0.5190097259062776,0.22208774583963692,255.62299546142208,0.9826238053866203,0.2823076923076923
1338,676,1900,736,1227,3310,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,222,0.18181818181818182,0.4042296072507553,0.864925525402979,0.7042105263157895,0.22235649546827796,0.5500747384155455,0.20422960725075529,250.58972809667674,1.0904645476772616,0.35578947368421054
1790,884,2350,995,1571,3330,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,223,0.22727272727272727,0.5375375375375375,0.8641093654356253,0.7617021276595745,0.2987987987987988,0.5558659217877095,0.26546546546546546,417.04624624624626,1.1394016549968173,0.37617021276595747
1157,691,2350,809,1065,3340,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,224,0.18181818181818182,0.3464071856287425,0.8637012854519486,0.49234042553191487,0.24221556886227544,0.6992221261884183,0.20688622754491018,220.33383233532933,1.0863849765258216,0.29404255319148936
1235,819,1750,729,1351,3350,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,225,0.18181818181818182,0.3686567164179104,0.8632932054682718,0.7057142857142857,0.21761194029850747,0.5902834008097166,0.24447761194029852,330.2892537313433,0.9141376757957069,0.468
1477,779,2000,958,1464,3360,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,226,0.22727272727272727,0.4395833333333333,0.862885125484595,0.7385,0.2851190476190476,0.6486120514556534,0.2318452380952381,339.4214285714286,1.008879781420765,0.3895
1312,869,2500,829,1307,3365,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,227,0.18181818181818182,0.3898959881129272,0.8626810854927566,0.5248,0.24635958395245172,0.631859756097561,0.2582466567607727,337.52838038632984,1.0038255547054322,0.3476
1263,647,2850,1039,953,3370,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,228,0.18181818181818182,0.3747774480712166,0.8624770455009182,0.4431578947368421,0.30830860534124627,0.8226444972288203,0.1919881305637982,182.9646884272997,1.3252885624344177,0.22701754385964912
1123,846,1850,668,1225,3375,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,229,0.18181818181818182,0.3327407407407407,0.8622730055090798,0.607027027027027,0.19792592592592592,0.5948352626892253,0.25066666666666665,307.06666666666666,0.916734693877551,0.4572972972972973
1267,672,2800,776,1018,3380,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,230,0.18181818181818182,0.37485207100591716,0.8620689655172413,0.4525,0.22958579881656804,0.6124704025256511,0.19881656804733727,202.39526627218936,1.2445972495088409,0.24
1660,882,1750,1064,1529,3390,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,231,0.22727272727272727,0.4896755162241888,0.8616608855335646,0.9485714285714286,0.31386430678466076,0.6409638554216868,0.26017699115044246,397.81061946902656,1.0856769130150425,0.504
1223,588,1600,625,1088,3395,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,232,0.18181818181818182,0.3602356406480118,0.8614568455417262,0.764375,0.18409425625920472,0.5110384300899428,0.1731958762886598,188.43711340206187,1.1240808823529411,0.3675
1501,955,2300,971,1608,3400,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,233,0.22727272727272727,0.4414705882352941,0.8612528055498878,0.6526086956521739,0.28558823529411764,0.6469020652898068,0.28088235294117647,451.6588235294118,0.9334577114427861,0.4152173913043478
1264,821,2750,714,1244,3410,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,234,0.18181818181818182,0.37067448680351905,0.8608447255662109,0.4596363636363636,0.2093841642228739,0.564873417721519,0.2407624633431085,299.508504398827,1.0160771704180065,0.29854545454545456
1287,816,1650,696,1310,3420,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,235,0.18181818181818182,0.3763157894736842,0.8604366455825342,0.78,0.20350877192982456,0.5407925407925408,0.23859649122807017,312.56140350877195,0.982442748091603,0.49454545454545457
1436,787,2550,799,1314,3425,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,236,0.18181818181818182,0.41927007299270075,0.8602326055906958,0.5631372549019608,0.2332846715328467,0.5564066852367688,0.22978102189781022,301.93226277372264,1.0928462709284628,0.3086274509803922
1684,1058,2050,1077,1673,3430,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,237,0.22727272727272727,0.4909620991253644,0.8600285655988574,0.8214634146341463,0.3139941690962099,0.6395486935866983,0.30845481049562684,516.0448979591837,1.0065750149432158,0.5160975609756098
1623,799,3300,1176,1291,3435,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,238,0.22727272727272727,0.4724890829694323,0.8598245256070189,0.4918181818181818,0.3423580786026201,0.7245841035120147,0.23260553129548764,300.29374090247455,1.2571649883811,0.24212121212121213
1304,746,1900,828,1090,3450,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,239,0.18181818181818182,0.3779710144927536,0.8592124056315038,0.6863157894736842,0.24,0.6349693251533742,0.216231884057971,235.6927536231884,1.1963302752293579,0.39263157894736844
1338,682,2300,647,1176,3455,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,240,0.18181818181818182,0.3872648335745297,0.8590083656396654,0.5817391304347826,0.18726483357452967,0.48355754857997013,0.19739507959479016,232.13661360347322,1.1377551020408163,0.2965217391304348
1371,953,1700,1040,1566,3460,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,241,0.22727272727272727,0.396242774566474,0.8588043256478269,0.8064705882352942,0.30057803468208094,0.7585703865791393,0.2754335260115607,431.328901734104,0.8754789272030651,0.5605882352941176
1374,717,2250,682,1231,3465,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,242,0.18181818181818182,0.3965367965367965,0.8586002856559886,0.6106666666666667,0.19682539682539682,0.4963609898107715,0.20692640692640693,254.72640692640692,1.116165718927701,0.31866666666666665
1434,959,2200,966,1587,3470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,243,0.22727272727272727,0.4132564841498559,0.8583962456641502,0.6518181818181819,0.27838616714697406,0.6736401673640168,0.27636887608069166,438.59740634005766,0.9035916824196597,0.4359090909090909
1702,923,3100,1041,1571,3475,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,244,0.22727272727272727,0.4897841726618705,0.8581922056723118,0.5490322580645162,0.299568345323741,0.6116333725029377,0.2656115107913669,417.27568345323743,1.083386378103119,0.29774193548387096
1161,846,2500,858,1120,3480,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,245,0.18181818181818182,0.3336206896551724,0.8579881656804734,0.4644,0.24655172413793103,0.7390180878552972,0.24310344827586206,272.2758620689655,1.0366071428571428,0.3384
1513,900,2450,880,1489,3485,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,246,0.22727272727272727,0.43414634146341463,0.8577841256886349,0.6175510204081632,0.25251076040172166,0.5816259087904825,0.2582496413199426,384.5337159253946,1.0161182001343183,0.3673469387755102
1328,922,2200,841,1234,3490,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,247,0.18181818181818182,0.3805157593123209,0.8575800856967966,0.6036363636363636,0.24097421203438396,0.6332831325301205,0.2641833810888252,326.00229226361034,1.0761750405186385,0.41909090909090907
1147,858,2500,775,1351,3495,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,248,0.18181818181818182,0.32818311874105865,0.8573760457049582,0.4588,0.2217453505007153,0.6756756756756757,0.24549356223175967,331.6618025751073,0.8490007401924501,0.3432
1230,731,1600,713,1310,3500,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,249,0.18181818181818182,0.3514285714285714,0.8571720057131198,0.76875,0.2037142857142857,0.5796747967479675,0.20885714285714285,273.60285714285715,0.9389312977099237,0.456875
1604,818,2850,889,1433,3505,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,250,0.22727272727272727,0.45763195435092724,0.8569679657212814,0.5628070175438596,0.2536376604850214,0.5542394014962594,0.2333808844507846,334.4348074179743,1.1193300767620378,0.2870175438596491
1208,680,1700,716,1134,3515,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,251,0.18181818181818182,0.34366998577524893,0.8565598857376046,0.7105882352941176,0.20369843527738266,0.5927152317880795,0.1934566145092461,219.37980085348505,1.0652557319223985,0.4
1495,871,1750,1010,1573,3520,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,252,0.22727272727272727,0.4247159090909091,0.8563558457457662,0.8542857142857143,0.2869318181818182,0.6755852842809364,0.2474431818181818,389.228125,0.9504132231404959,0.4977142857142857
1330,961,2250,881,1416,3525,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0.18181818181818182,0.3773049645390071,0.8561518057539278,0.5911111111111111,0.2499290780141844,0.662406015037594,0.2726241134751773,386.03574468085105,0.9392655367231638,0.4271111111111111
1423,950,1600,1007,1525,3530,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,254,0.22727272727272727,0.40311614730878187,0.8559477657620894,0.889375,0.28526912181303116,0.707659873506676,0.26912181303116145,410.41076487252127,0.9331147540983606,0.59375
1572,921,2500,1110,1529,3535,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,255,0.22727272727272727,0.4446958981612447,0.8557437257702509,0.6288,0.314002828854314,0.7061068702290076,0.26053748231966056,398.36181046676097,1.02812295618051,0.3684
1496,867,2150,955,1567,3550,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,256,0.22727272727272727,0.42140845070422533,0.8551316057947358,0.695813953488372,0.26901408450704223,0.6383689839572193,0.24422535211267607,382.7011267605634,0.9546904913848118,0.40325581395348836
1232,856,2000,729,1278,3555,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,257,0.18181818181818182,0.3465541490857947,0.8549275658028974,0.616,0.20506329113924052,0.5917207792207793,0.24078762306610407,307.72658227848103,0.9640062597809077,0.428
1419,868,2750,1106,1255,3565,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,258,0.22727272727272727,0.39803646563814865,0.8545194858192205,0.516,0.31023842917251054,0.7794221282593375,0.24347826086956523,305.5652173913044,1.1306772908366534,0.31563636363636366
1520,852,1500,860,1451,3570,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,259,0.22727272727272727,0.4257703081232493,0.8543154458273822,1.0133333333333334,0.24089635854341737,0.5657894736842105,0.23865546218487396,346.2890756302521,1.047553411440386,0.568
1596,1097,2800,1123,1673,3575,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,260,0.22727272727272727,0.4464335664335664,0.8541114058355438,0.57,0.3141258741258741,0.7036340852130326,0.30685314685314685,513.3653146853147,0.9539748953974896,0.3917857142857143
1591,834,2550,1191,1325,3580,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,261,0.22727272727272727,0.44441340782122907,0.8539073658437054,0.623921568627451,0.3326815642458101,0.748585795097423,0.2329608938547486,308.6731843575419,1.2007547169811321,0.3270588235294118
1432,907,3100,1098,1404,3590,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,262,0.22727272727272727,0.3988857938718663,0.8534992858600285,0.4619354838709677,0.305849582172702,0.7667597765363129,0.25264623955431753,354.71532033426183,1.01994301994302,0.29258064516129034
1696,839,2550,1080,1536,3595,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,263,0.22727272727272727,0.4717663421418637,0.8532952458681902,0.6650980392156862,0.3004172461752434,0.6367924528301887,0.23337969401947148,358.4712100139082,1.1041666666666667,0.3290196078431373
1707,987,2700,1059,1368,3600,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,264,0.22727272727272727,0.4741666666666667,0.8530912058763518,0.6322222222222222,0.2941666666666667,0.6203866432337434,0.27416666666666667,375.06,1.2478070175438596,0.3655555555555556
1544,1028,1800,873,1595,3610,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,265,0.22727272727272727,0.4277008310249307,0.8526831258926749,0.8577777777777778,0.24182825484764542,0.5654145077720207,0.2847645429362881,454.1994459833795,0.9680250783699059,0.5711111111111111
1382,862,2200,803,1401,3615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,266,0.22727272727272727,0.38229598893499306,0.8524790859008365,0.6281818181818182,0.22213001383125863,0.581041968162084,0.2384508990318119,334.0697095435685,0.9864382583868665,0.39181818181818184
1670,958,2350,1056,1605,3620,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,267,0.22727272727272727,0.4613259668508287,0.8522750459089982,0.7106382978723405,0.29171270718232045,0.6323353293413174,0.26464088397790053,424.7486187845304,1.0404984423676011,0.4076595744680851
1598,734,2300,928,1398,3625,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,268,0.22727272727272727,0.44082758620689655,0.8520710059171598,0.6947826086956522,0.256,0.5807259073842302,0.20248275862068965,283.07089655172416,1.1430615164520743,0.3191304347826087
1720,1015,2850,1093,1680,3635,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,269,0.22727272727272727,0.4731774415405777,0.8516629259334829,0.6035087719298246,0.300687757909216,0.6354651162790698,0.2792297111416781,469.1059147180193,1.0238095238095237,0.356140350877193
1434,645,1800,622,1167,3640,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,270,0.18181818181818182,0.39395604395604394,0.8514588859416445,0.7966666666666666,0.17087912087912088,0.43375174337517436,0.1771978021978022,206.78983516483515,1.2287917737789202,0.35833333333333334
1360,617,2550,661,1163,3655,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,271,0.18181818181818182,0.37209302325581395,0.8508467659661294,0.5333333333333333,0.1808481532147743,0.4860294117647059,0.16880984952120384,196.32585499316005,1.16938950988822,0.2419607843137255
1831,905,2750,1029,1375,3660,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,272,0.22727272727272727,0.5002732240437159,0.8506427259742909,0.6658181818181819,0.28114754098360656,0.56198798470781,0.24726775956284153,339.9931693989071,1.3316363636363637,0.3290909090909091
1622,910,2600,941,1542,3665,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,273,0.22727272727272727,0.44256480218281036,0.8504386859824525,0.6238461538461538,0.2567530695770805,0.5801479654747226,0.24829467939972716,382.87039563437924,1.0518806744487679,0.35
1414,1026,1200,942,1553,3670,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,274,0.22727272727272727,0.38528610354223436,0.8502346459906142,1.1783333333333332,0.2566757493188011,0.6661951909476662,0.2795640326975477,434.16294277929154,0.9104958145524791,0.855
1499,800,2750,859,1421,3675,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,275,0.22727272727272727,0.40789115646258506,0.8500306059987758,0.5450909090909091,0.23374149659863946,0.5730486991327551,0.21768707482993196,309.3333333333333,1.0548909218859959,0.2909090909090909
1197,803,3300,874,1127,3685,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,276,0.18181818181818182,0.3248303934871099,0.8496225260150989,0.36272727272727273,0.2371777476255088,0.7301587301587301,0.21791044776119403,245.58507462686566,1.062111801242236,0.24333333333333335
1590,1013,2250,1162,1638,3695,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,277,0.22727272727272727,0.43031123139377536,0.8492144460314222,0.7066666666666667,0.31447902571041947,0.730817610062893,0.27415426251691477,449.0646820027064,0.9706959706959707,0.45022222222222225
1545,816,2550,1109,1349,3710,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,278,0.22727272727272727,0.4164420485175202,0.8486023260559069,0.6058823529411764,0.298921832884097,0.7177993527508091,0.21994609164420484,296.70727762803233,1.14529280948851,0.32
1099,698,3050,722,989,3715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,279,0.18181818181818182,0.29582772543741587,0.8483982860640685,0.36032786885245904,0.1943472409152086,0.6569608735213831,0.18788694481830417,185.82018842530283,1.1112234580384226,0.22885245901639345
1701,903,2150,1098,1333,3720,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,280,0.22727272727272727,0.45725806451612905,0.8481942460722302,0.7911627906976744,0.29516129032258065,0.6455026455026455,0.24274193548387096,323.575,1.2760690172543137,0.42
1492,908,2000,1010,1500,3725,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,281,0.22727272727272727,0.40053691275167785,0.8479902060803918,0.746,0.27114093959731544,0.6769436997319035,0.24375838926174498,365.63758389261744,0.9946666666666667,0.454
1542,976,2700,1005,1412,3730,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,282,0.22727272727272727,0.4134048257372654,0.8477861660885534,0.5711111111111111,0.26943699731903487,0.6517509727626459,0.2616621983914209,369.4670241286863,1.0920679886685551,0.36148148148148146
1427,819,2950,1082,1363,3740,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,283,0.22727272727272727,0.3815508021390374,0.8473780861048765,0.483728813559322,0.2893048128342246,0.7582340574632095,0.21898395721925135,298.4751336898396,1.0469552457813647,0.2776271186440678
1780,1027,1950,963,1613,3760,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,284,0.22727272727272727,0.4734042553191489,0.8465619261375229,0.9128205128205128,0.25611702127659575,0.5410112359550562,0.27313829787234045,440.57207446808513,1.1035337879727216,0.5266666666666666
1582,997,3100,1102,1605,3765,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,285,0.22727272727272727,0.4201859229747676,0.8463578861456845,0.5103225806451613,0.29269588313413014,0.6965865992414665,0.2648074369189907,425.0159362549801,0.9856697819314642,0.32161290322580643
1510,773,3050,974,1398,3770,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,286,0.22727272727272727,0.4005305039787798,0.8461538461538461,0.49508196721311476,0.2583554376657825,0.6450331125827815,0.20503978779840848,286.64562334217504,1.0801144492131616,0.25344262295081965
1459,934,2900,800,1498,3775,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,287,0.22727272727272727,0.3864900662251656,0.8459498061620078,0.5031034482758621,0.2119205298013245,0.5483207676490747,0.24741721854304635,370.63099337748343,0.9739652870493992,0.3220689655172414
1537,800,3400,1049,1316,3780,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,288,0.22727272727272727,0.4066137566137566,0.8457457661701694,0.4520588235294118,0.2775132275132275,0.682498373454782,0.21164021164021163,278.51851851851853,1.167933130699088,0.23529411764705882
1649,928,3600,1180,1294,3790,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,289,0.22727272727272727,0.4350923482849604,0.8453376861864925,0.45805555555555555,0.3113456464379947,0.7155852031534263,0.24485488126649077,316.84221635883904,1.2743431221020092,0.2577777777777778
1594,973,2600,972,1371,3800,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,290,0.22727272727272727,0.41947368421052633,0.8449296062028158,0.6130769230769231,0.2557894736842105,0.6097867001254705,0.25605263157894737,351.04815789473685,1.162654996353027,0.37423076923076926
1743,944,3500,1075,1375,3805,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,291,0.22727272727272727,0.4580814717477004,0.8447255662109774,0.498,0.28252299605781866,0.6167527251864601,0.2480946123521682,341.1300919842313,1.2676363636363637,0.26971428571428574
1609,869,2350,766,1429,3815,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,292,0.22727272727272727,0.4217562254259502,0.8443174862273005,0.6846808510638298,0.20078636959370905,0.47607209446861404,0.22778505897771953,325.5048492791612,1.125962211336599,0.3697872340425532
1557,944,2250,969,1608,3820,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,293,0.22727272727272727,0.4075916230366492,0.8441134462354621,0.692,0.2536649214659686,0.6223506743737958,0.24712041884816754,397.3696335078534,0.9682835820895522,0.41955555555555557
1491,1098,1900,939,1650,3830,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,294,0.22727272727272727,0.3892950391644909,0.8437053662517854,0.7847368421052632,0.24516971279373367,0.6297786720321932,0.28668407310704963,473.02872062663187,0.9036363636363637,0.5778947368421052
1517,892,2500,911,1530,3835,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,295,0.22727272727272727,0.39556714471968707,0.843501326259947,0.6068,0.2375488917861799,0.6005273566249176,0.23259452411994785,355.8696219035202,0.9915032679738562,0.3568
1392,938,2800,795,1477,3845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,296,0.22727272727272727,0.3620286085825748,0.8430932462762701,0.49714285714285716,0.2067620286085826,0.5711206896551724,0.24395318595578674,360.318855656697,0.942450914014895,0.335
1591,840,1650,896,1513,3850,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,297,0.22727272727272727,0.41324675324675325,0.8428892062844318,0.9642424242424242,0.23272727272727273,0.5631678189817725,0.21818181818181817,330.1090909090909,1.0515532055518837,0.509090909090909
1519,919,1500,893,1465,3860,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,298,0.22727272727272727,0.39352331606217616,0.842481126300755,1.0126666666666666,0.23134715025906735,0.5878867676102699,0.23808290155440415,348.79145077720204,1.0368600682593856,0.6126666666666667
1644,845,2850,955,1529,3865,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,299,0.22727272727272727,0.42535575679172055,0.8422770863089165,0.5768421052631579,0.24708926261319533,0.5809002433090025,0.2186287192755498,334.28331177231564,1.0752125572269458,0.2964912280701754
